source,username,rating,review_text,date
com.whatsapp,ariez tok,2,"Semakin ada pembaruan malah semakin kacau,suka ngelag dan susah untuk kembali",2026-01-10 08:34:37
com.whatsapp,Ambar Andini,5,sangat bagus,2026-01-10 08:34:31
com.whatsapp,Finixid Andi,1,aplikasinya kadang tidak bisa di akses,2026-01-10 08:33:57
com.whatsapp,Rezky Pratama,3,"masih ada bug,tanda online nya sering tidak muncul dan centang 1 padahal centang 2",2026-01-10 08:33:54
com.whatsapp,Indra Irawan,5,sangat membantu,2026-01-10 08:32:22
com.whatsapp,siap,1,pdhl ga peranh make whatsapp tidak resmu eh malah kena pelagaran whatsapp tidak resmi ga jelas,2026-01-10 08:32:10
com.whatsapp,Sri Rahayu,5,ok,2026-01-10 08:32:06
com.whatsapp,Alip Dalangcilik,5,saaaanggaaat berfungsi,2026-01-10 08:31:17
com.whatsapp,Domo Modomo,5,kurang bagus,2026-01-10 08:31:10
com.whatsapp,Bahar Nasty,3,bagus,2026-01-10 08:30:45
com.whatsapp,duda Resmi,5,bagus,2026-01-10 08:29:58
com.whatsapp,Ali Pangkas,5,sempurnakan lagi,2026-01-10 08:29:00
com.whatsapp,Ipan Ependi,4,ok pokonya,2026-01-10 08:27:29
com.whatsapp,Samlawi Samlawi,5,ok,2026-01-10 08:25:20
com.whatsapp,Andri Maulana,5,ok,2026-01-10 08:23:26
com.whatsapp,Alif Fandika,5,"min bisa ga dikasih fitur biar orang lain ga bisa tangkapan layar/perekaman layar status WhatsApp, plisss butuh bgttt soalnya kalo bikin status wajah kita, kadang ada orang yang iseng ss story terus di sebar dan ga hargain privasi kita🙏🏼😞",2026-01-10 08:21:48
com.whatsapp,Sucita,5,WhatsApp ini sangat berguna sekali syaa amat suka dengan aplikasi ini,2026-01-10 08:20:32
com.whatsapp,Sony Aslesmana,5,bagus,2026-01-10 08:20:00
com.whatsapp,Rafael Angelo T.R,5,bgus wok rekomen kalau mau buat tren tpi pke ai,2026-01-10 08:18:19
com.whatsapp,Yustinus Yumbo,5,sangat membantu,2026-01-10 08:18:07
com.whatsapp,Ahdan Atala,5,keren bgus menarik,2026-01-10 08:16:33
com.whatsapp,Alda wita Anggelina Salsabila,5,baguss bermanfaat,2026-01-10 08:16:28
com.whatsapp,Marten Wissok,5,Aplikasi ini paling bagus,2026-01-10 08:16:16
com.whatsapp,Ryan,3,resolusi buat status mohon untuk tambahkan fitur hd,2026-01-10 08:15:32
com.whatsapp,Ardhan dwi Anugerah,1,tolong benarkan sematkannya yang tiba tiba suka menghilang setelah tidak memakai WhatsApp,2026-01-10 08:15:31
com.whatsapp,Dindin Awwaludin Hanafi,1,"Pelayanan WHATSAPP JELEK BANGET, GUE KECEWA",2026-01-10 08:13:43
com.whatsapp,Muhammad Sulaiman,5,good,2026-01-10 08:13:09
com.whatsapp,Vara Saudale,5,Gak banyak kata² Pokoknya aplikasi WhatsApp ini bagus bngt 😍,2026-01-10 08:10:48
com.whatsapp,Da silva Valdemar,5,terbaik,2026-01-10 08:10:32
com.whatsapp,sigit,5,"apl ini sangat membantu,tetapi sekarang ki tampilan keyboard nya ga ada imoginys,apalagi pas bikin status",2026-01-10 08:07:42
com.whatsapp,bodat bodat,1,whatsapp babi . saya GK ada spam chat balah di non aktifkan padahal itu akun baru,2026-01-10 08:07:17
com.whatsapp,Lamidin Aja,4,siip,2026-01-10 08:06:49
com.whatsapp,Amalia Mukmilatul,5,"seru,tapi kenapa kalau aku buka wa pasti GK bisa harus ubdate terus.jadi aku GK bisa buka wa",2026-01-10 08:06:48
com.whatsapp,Fikri Afid,5,bagus,2026-01-10 08:06:34
com.whatsapp,Pengguna Google,5,"Good aplikasi,,tp knp setelah saya ganti handphone wa saya sering terblokir sendiri ya",2026-01-10 08:06:28
com.whatsapp,tian08,1,ga pernah ngelakuin hal negatif tapi kenapa akun WhatsApp nya ke blokir mulu udah beberapa kali,2026-01-10 08:05:44
com.whatsapp,Muhamad Nazril Ilham,5,"buat whatsapp seperti dulu aja, klo orang lagi ttelponan buat berada dalam panggilan lain, jngan buat memanggil, segera kembalikan klo orang lagi dalam panggilan, buat berada dalam panggilan lain, klo di buat memanggil seperti skrang ini buat jdi salah faham.....!!!!!!!!!!!!!",2026-01-10 08:04:44
com.whatsapp,karvin helmet,1,"aplikasi gabisa di buka, coba bantu solusi nya",2026-01-10 08:02:16
com.whatsapp,Arie Faradillah,1,ini aplikasi rada-rada juga ya suka betul blok akun saya padahal saya nggak tau apa kesalahan saya lalu kalo chat sering bug dan kalo chat atau pasang SW malah lama.......tolong segera diperbaiki setiap fitur dan fungsi nya ya pihak Whatsapps suda terlalu banyak kejadian seperti ini makasih.....🙏🙏🙏,2026-01-10 08:01:39
com.whatsapp,Oppo A3s,5,Whatsap terblokir,2026-01-10 08:01:20
com.whatsapp,Heri Yanto,5,Alhamdulillah dengan adanya aplikasi WhatsApp memudahkan saya/kita berkomunikasi ke keluarga. dan kerabat.,2026-01-10 07:59:53
com.whatsapp,sharon Lumadi,5,6000.0/50000,2026-01-10 07:57:58
com.whatsapp,Bang Djali,5,Luar biasa.,2026-01-10 07:55:39
com.whatsapp,Ira Nabila,5,enak,2026-01-10 07:55:13
com.whatsapp,Heri Sumarno,5,sangat bagus,2026-01-10 07:54:23
com.whatsapp,Awang Indra,1,terlalu sensitif,2026-01-10 07:54:20
com.whatsapp,Syahrudin Nasution,5,sangat memuaskan,2026-01-10 07:53:55
com.whatsapp,Rikameita Damayanti,1,kenapa whatshap saya saya tidak bisa muncul di layar depan,2026-01-10 07:50:33
com.whatsapp,Bobby Ceniago,5,bagus,2026-01-10 07:50:00
com.whatsapp,Haerul anwar Anwar,5,ok banget,2026-01-10 07:49:26
com.whatsapp,Dhaud Kck,5,sangat membantu,2026-01-10 07:49:19
com.whatsapp,Selfi Ana,5,ok,2026-01-10 07:47:36
com.whatsapp,Firrta,1,saat video call gambar selalu buram dan saat berbagi layar pun sama videonya macet macet,2026-01-10 07:47:34
com.whatsapp,Liaaa Auliaa,2,"bagus tapi,sering krna hake saya bingung himana balikan wa saya dan data penting saya,saya tidak bisa login wa saya karna butuh verifikasi sudah di masukkan yang benar malah salah😤",2026-01-10 07:47:03
com.whatsapp,Viann Viannn,5,okey,2026-01-10 07:46:15
com.whatsapp,Muhammad Sutris,5,kenapa tidak bisa di download..,2026-01-10 07:45:13
com.whatsapp,Febri ansyah,5,mantap,2026-01-10 07:45:06
com.whatsapp,Vieta Irviyanti,5,"selalu membutuhkan aplikasi yg satu ini.. paling the best deh pokoknya, sedih, senang, bete, happy ada semua didalam chat wa pokoknya",2026-01-10 07:45:03
com.whatsapp,Mohamad Birul,2,sangat menarik dan.menantang,2026-01-10 07:42:59
com.whatsapp,Denny Andriansyah,5,ok,2026-01-10 07:42:59
com.whatsapp,Raswan saputra,5,kok watsap gx bisa di buka,2026-01-10 07:42:04
com.whatsapp,mardan saleh mardan,1,"kaya taiii wa makin kesiniii. udah hampir lebih 20x gua kena blokir,no TLP gua udah 8thn dipake . skrg sehari 2x blokir .. goblokkkk",2026-01-10 07:41:01
com.whatsapp,Sri Hartini,5,bagus,2026-01-10 07:40:01
com.whatsapp,Obay Saiful,5,mantap...,2026-01-10 07:39:41
com.whatsapp,Usman Usman,5,bagusssss,2026-01-10 07:39:12
com.whatsapp,Ruhizein60,5,mantap,2026-01-10 07:39:11
com.whatsapp,dwi amanah suprihatini,5,good,2026-01-10 07:38:27
com.whatsapp,Giok Eng,5,bagus,2026-01-10 07:37:48
com.whatsapp,JBVanHeutz,5,bagus,2026-01-10 07:37:01
com.whatsapp,ERI KOSWARA,5,memuaskan...,2026-01-10 07:36:12
com.whatsapp,ASU,1,wa asu tolong di perbaikin cara ke Suspen orang soalnya banyak data penting dalam tolong di perbaiki cara memkenkn orang,2026-01-10 07:35:58
com.whatsapp,Nova,2,2 bintang dulu. soalnya wa saya tidak bisa lagi,2026-01-10 07:34:47
com.whatsapp,Neneng Nuraeni,5,buat fidio call nya lancar jaya,2026-01-10 07:33:57
com.whatsapp,Riski Nadia,5,bagus kali,2026-01-10 07:33:43
com.whatsapp,Steven Fetra,2,kena pelanggaran spam padahal gk spam aneh,2026-01-10 07:33:43
com.whatsapp,Nas Er,5,"halo admin untuk riwayat chat itu kenapa ya kok tiba-tiba bisa hilang sendiri dan gak bisa di pulihkan,parah sih padahal ada riwayat chat² yang penting,aku kasih bintang lima biar paling atas dan segera di perbaiki makasih",2026-01-10 07:33:39
com.whatsapp,Zahara Tarigan,4,sangan memuas kan,2026-01-10 07:28:47
com.whatsapp,Mpii Silvi azzahra26,1,Bagus,2026-01-10 07:26:39
com.whatsapp,Kadek Elven,5,sangat baik,2026-01-10 07:26:21
com.whatsapp,Fadlil Asyari,2,aplikasi agak buruk setiap Minggu dapet peninjauan saya minta tolong ke pada WhatsApp untuk tidak meninjau,2026-01-10 07:26:09
com.whatsapp,Lusi Ana,3,tiba tiba sw orng ga ada,2026-01-10 07:25:46
com.whatsapp,Herlinda kd,5,baguss,2026-01-10 07:25:05
com.whatsapp,Diego Raja,5,sanggat bagus,2026-01-10 07:24:27
com.whatsapp,Krisnadewi Krisnadewi,5,bagus untuk komunikasi,2026-01-10 07:24:09
com.whatsapp,Yani Yuliani,1,kenapa jika di repost kita tidak bisa menambahkan ketikan atau stiker di vidio yang akan kita repost. gabisa muter vidio sekali liat kenapa ya?,2026-01-10 07:23:47
com.whatsapp,Apolonius Nehe 03,5,oke,2026-01-10 07:22:47
com.whatsapp,walang sangit,5,bagi gw sih keren . .👍coba yg ngasih bintang di bawah 5 sdh bener belum settinganya tanya kanan kiri nya . .klo masih bermasalah dgn upgrade versi . . .coba upgrade juga HP nya . . .sekalian otak nya biar smart . .itu aja sih,2026-01-10 07:22:41
com.whatsapp,Deng Pasolong,5,Sesuatu hal yang di anggap baik maka ditingkatkan lagi menjadi yang terbaik.,2026-01-10 07:22:31
com.whatsapp,Hendrajawa Sihen,5,sangat membantu,2026-01-10 07:22:20
com.whatsapp,Utami Dwi,4,"seru, bermanfaat",2026-01-10 07:21:12
com.whatsapp,Sabichis bicis,1,belakangan ini banyak banget bug nya. gk jelaassss,2026-01-10 07:18:59
com.whatsapp,nezelforp,5,ok,2026-01-10 07:18:29
com.whatsapp,Syaqilah adeliani,3,kenapa saya kalo download aplikasi ini lama banget di bukanya,2026-01-10 07:17:53
com.whatsapp,Alfa Risi,1,"udah malas memakai whatsapp, whatsapp saya kena spam trus",2026-01-10 07:17:36
com.whatsapp,Nurul Farida,5,bagus,2026-01-10 07:15:29
com.whatsapp,Aisyah Rismawati,1,ini apaa ini liat SW kok ada nyelip iklan gmana siii,2026-01-10 07:15:12
com.whatsapp,Syukur Amy,5,bagus kadang menjengkelkan,2026-01-10 07:14:34
com.whatsapp,Neni Nuraeni,4,tolong masa kadaluarsa nya hapus agar tidak mengunduh lagi karna HP saya setiap mengunduh memori nya penuh,2026-01-10 07:14:06
com.whatsapp,Oman Abdurohman,5,kenapa wa tidak bisa keluar layar,2026-01-10 07:12:37
com.whatsapp,Handoyo Borpile,5,Tlng WhatsApp saya diaktifkan terus Tolong WhatsApp saya diaktifkan,2026-01-10 07:11:24
com.whatsapp,Pelem Malam,5,bagus,2026-01-10 07:10:23
com.whatsapp,alstore we,5,mantap,2026-01-10 07:10:00
com.whatsapp,Shifa amelia,1,wa ke log out sendiri gabisa login lagi gimana solusinya,2026-01-10 07:09:36
com.whatsapp,Es Doger,5,apk nya sangat bagus tapi kenapa ya saya selalu kena blokir wa,2026-01-10 07:09:08
com.whatsapp,Dufan Yoga G,1,minimal benerin dulu tuh suara mantul saat video call,2026-01-10 07:08:46
com.whatsapp,komariyah muzambara,5,aman,2026-01-10 07:07:08
com.whatsapp,Zalfa Naqqiya,5,WhatsApp messenger ini sangat seruu,2026-01-10 07:07:01
com.whatsapp,Haruddin aco,5,kok wa sya di spam kak,2026-01-10 07:04:45
com.whatsapp,Suana Nurma,4,mudah pengaplikasiannya,2026-01-10 07:04:30
com.whatsapp,Ika widia putri dinata,1,kenapa buat status gak jernih pecah-pecah gambar nya,2026-01-10 07:03:50
com.whatsapp,Harun Fajrin,1,developer tolong sy lgi call sama cewe cantik kenapa mati sendiri terus ? kamu iri yaa??,2026-01-10 07:03:43
com.whatsapp,anastasia endang dwi Purwati,5,"Orang yang dewasa akan lebih mampu menghadapi tekanan hidup, menjalin hubungan yang sehat, dan menjadi pribadi yang bertanggung jawab. Untuk menumbuhkan sikap dewasa, kita perlu melatih kesadaran diri, mengelola emosi, belajar dari pengalaman, serta terus memperbaiki diri.",2026-01-10 07:02:14
com.whatsapp,Razeeta Anindyaazzalea,5,"jarang di pake jadi, gk tau mau kasih brp",2026-01-10 07:01:33
com.whatsapp,Muhammad Latif,4,wa selalu dispam,2026-01-10 07:01:31
com.whatsapp,Wase Ajah,5,bintang lima boss,2026-01-10 07:00:05
com.whatsapp,Daroel Vanjhelo,5,bagus sangat membantu,2026-01-10 06:59:55
com.whatsapp,Kyzea Amanda,5,"saya suka dengan aplikasi ini, soalnya bisa chat²an dengan sodara atau tmn yg jauh",2026-01-10 06:59:46
com.whatsapp,Naila Jasmin,4,setiap bikin sw knpa blur min?,2026-01-10 06:55:47
com.whatsapp,EGHI EGHI,5,apk ini sangat bermanfaat dan sangat ber fungsi dan saya sangat menyukai nya,2026-01-10 06:55:38
com.whatsapp,Sabda Maura,3,sangat memuaskan dalam menelpon dan vc ke sesama teman,2026-01-10 06:55:37
com.whatsapp,Eka Eka,5,baguse,2026-01-10 06:54:57
com.whatsapp,Renato Da Conceicao,3,good👍,2026-01-10 06:54:49
com.whatsapp,Siti Winingsih,1,"knp wa sy g BS ke buka,g bisa kirim pesan g BS nrima pesan pdhl wifi aktif,data juga SDH d isi,d cek d aplikasi juga JD g bisa",2026-01-10 06:53:24
com.whatsapp,Nuruladha,5,sangat menyenangkan,2026-01-10 06:51:37
com.whatsapp,Kang Tembre,1,Bagus,2026-01-10 06:51:29
com.whatsapp,Renren Rahmawati,1,aplikasi tidak berguna,2026-01-10 06:51:09
com.whatsapp,Any Nahak,5,bagus,2026-01-10 06:50:23
com.whatsapp,Leon Leon,5,godd,2026-01-10 06:50:17
com.whatsapp,Maruf ihsan,1,"wa sudah jelek sekarang,sering bngt kena blokir spam,mudah²an apk lain yg lebih bagus saingin aja ini parah,dikit² blokir",2026-01-10 06:49:39
com.whatsapp,TONI OTO,5,Tolong buat panggilan wa tanpa terhubung ke HP,2026-01-10 06:49:26
com.whatsapp,philip Lembata,5,keren,2026-01-10 06:49:25
com.whatsapp,Ahmad Juhadi Alfarisi,5,bagusssss pokoknya mah,2026-01-10 06:47:15
com.whatsapp,06_x animasi 2_Archie Marella,5,pokok bagus,2026-01-10 06:43:50
com.whatsapp,Iyas mulyana,5,good,2026-01-10 06:43:09
com.whatsapp,Ineu Kiandra,4,bagus❣️,2026-01-10 06:42:58
com.whatsapp,Ibad Ganteng,5,apikkk,2026-01-10 06:42:50
com.whatsapp,Wahda wahda,2,"knp WhatsApp selalu lalot,dan kanapa gak bisa buka kamera depan,knp setiap bulan harus di perbaharui",2026-01-10 06:42:45
com.whatsapp,Randye AKB992,5,👍,2026-01-10 06:42:32
com.whatsapp,Linka Damin,5,sangat baik,2026-01-10 06:41:26
com.whatsapp,Tian Gembul,5,bagus bfto,2026-01-10 06:40:16
com.whatsapp,Jihan Mikayla,5,tolong tambahkan fitur agar profil bisa gerak melalui video yang diinginkan🗿,2026-01-10 06:40:15
com.whatsapp,Yuni Bilqis,1,knpa dibatesin WA sekrng jdi susah mau WA lain ny nunggu jam,2026-01-10 06:38:29
com.whatsapp,A Rafik,5,good,2026-01-10 06:38:15
com.whatsapp,Asep Ilham,5,mantap,2026-01-10 06:36:50
com.whatsapp,Utami 789,5,baik,2026-01-10 06:36:35
com.whatsapp,ikbal Tersaba,5,mantuuuuul,2026-01-10 06:36:29
com.whatsapp,yoel mlbb,5,"heran sama manusia yg tidak pernah merasakan cukup dan tidak tau terimakasih, padahal WhatsApp sudah banyak di pakai orang orang, hampir smua org yg memiliki hp pasti menggunakan WhatsApp, tp kenapa masih ada aja orang yg komen negatif.. hrs berterimakasih ke WhatsApp... klo tdk puas dengan WhatsApp, jangan menggunakan aplikasinya, pakai yg lain saja.",2026-01-10 06:36:09
com.whatsapp,Raeval 03,4,kontak tidak bisa di sematkan,2026-01-10 06:35:33
com.whatsapp,pebriady ady,5,mohon benerin WA.,2026-01-10 06:34:39
com.whatsapp,Raasukanyodrek,5,tidak dapat di instal dasar dajjal,2026-01-10 06:33:26
com.whatsapp,Denny Endriyanto,5,Bagus tapi lelet,2026-01-10 06:32:54
com.whatsapp,Muhamad Rizky,1,"Wa makin kesini makin aneh, bikin Sw ngeblur, gak jelas banget ni aplikasi",2026-01-10 06:30:53
com.whatsapp,danisya fahmasr,2,"KENAPA WHATSAPP SEKARANG SERING KENA SPAM SIH!!!!, PADAHAL AKU GAK NGAPA-NGAPAIN LOHHHH....",2026-01-10 06:30:15
com.whatsapp,D. Treker,4,"lumayan bagus aplk nya, udh itu saja",2026-01-10 06:30:06
com.whatsapp,Muliana Ali,5,"tolong dong, kenapa wa setiap bulan sekali harus update, ini sungguh memakan memori, tapi saya lihat teman-teman saya tidak ada yang di wajibkan update, bagaimana ini?",2026-01-10 06:29:57
com.whatsapp,Ina Saina,5,Ok,2026-01-10 06:29:38
com.whatsapp,Muhammad saiful amri Aja,1,sangat kecewa karna sering kena spam karna tidak ada penjelasan apa2 tiba2 di spam,2026-01-10 06:29:00
com.whatsapp,SOFIYAN yong,5,ok,2026-01-10 06:27:51
com.whatsapp,wahyu dimasprasetiyo,5,josss,2026-01-10 06:26:44
com.whatsapp,Mastoni Cirebon,5,sangat membantu dalam segalah urusan,2026-01-10 06:24:26
com.whatsapp,Alief Saputra,5,suka bug,2026-01-10 06:24:09
com.whatsapp,ochiw ww,5,"WhatsApp Napa dah? tb tb ke log out sendiri pdhl ga di apa apain, normal aja semua. ga ada tautin di perangkat lain jg, ga sekali doang kyk gini tolong ya di perbaiki, data data saya semua nya jadi hilang!!",2026-01-10 06:23:57
com.whatsapp,Ayunindya nur alesha,4,"Whatsapp sangat utama dan menjadi salah satu aplikasi primer yang ada diantara aplikasi sekunder lain🤷🏻‍♀️ saya ingin whatsapp menambahkan beberapa fitur yang lebih baik seperti foto live,saya juga mau ai yang ada di whatsapp bisa memahami foto yang kita kirim",2026-01-10 06:23:39
com.whatsapp,Aldi Yansyah,4,"izin min, WA saya akhir"" ini sering minta pemulihan data terus, dan setelah saya coba, semua chatan nya yang hari ini hilang semua, cuma ada chatan yang kemarin, padahal WA sudah di update terus, mohon bantuannya untuk segera diperbaiki 🙏",2026-01-10 06:23:19
com.whatsapp,Rendy,1,"saya ga bisa mengirimkan status foto dengan lagu, padahal internet saya lancar tapi di situ tulisannya terjadi kesalahan koneksi",2026-01-10 06:21:26
com.whatsapp,Modesta Seran,5,sangat baik,2026-01-10 06:20:24
com.whatsapp,Nispa Nispa,5,sangat bermampaat,2026-01-10 06:20:23
com.whatsapp,hilma nur zahra,1,"wa punya dendam apa sama saya? kenapa wa saya selalu ke banned? padahal saya sangat membutuhkannya untuk mengabari teman/orang orang terpenting, saya sangat butuh, mana 24 jam lagi kebanned nya, cape saya nunggu, tolong perbaikilah jangan adain kebanned lagi.",2026-01-10 06:20:09
com.whatsapp,aini aini,2,Bagus,2026-01-10 06:20:06
com.whatsapp,Arkana adhyatsa Putra,5,whatsapp sangat membantu semua orang untuk berkomunikasi dari jarak jauh🤩,2026-01-10 06:19:20
com.whatsapp,Rikofranco Francolampa,5,mantapvsekali,2026-01-10 06:17:50
com.whatsapp,Teguh Dwi arifyanto,1,suka keluar sendiri dari aplikasi,2026-01-10 06:16:42
com.whatsapp,Rida rido,5,mantap,2026-01-10 06:15:01
com.whatsapp,azwa safrina,5,bagussss,2026-01-10 06:12:09
com.whatsapp,Nina Adelia,5,seru,2026-01-10 06:11:36
com.whatsapp,Endi Afganata,1,"Tolong Segera update pembaharuan pihak WhatsApp, banyak pengguna yang mengalami masalah pada fitur sematkan pesan. ketika pesan yang sudah di sematkan akan kembali menjadi tidak tersematkan kembali dengan sendirinya?",2026-01-10 06:10:49
com.whatsapp,sabrina gemilang,3,kena pelanggaran terus kenapa sii,2026-01-10 06:10:46
com.whatsapp,Wildan Dante,5,uh wah ternyata mantap,2026-01-10 06:09:46
com.whatsapp,Frina 789,5,baik,2026-01-10 06:09:14
com.whatsapp,Muhammad Ilham,3,"lagi banyak bug nya duhh, ini aku install dan uninstall udah 2kali tetep aja kaya gitu",2026-01-10 06:08:55
com.whatsapp,Gusti Rahayu,5,sangat bagus,2026-01-10 06:08:51
com.whatsapp,Sri Kurniawati,5,bagus dan bagus...,2026-01-10 06:08:25
com.whatsapp,FB Z,5,ok mantap bosku,2026-01-10 06:07:55
com.whatsapp,Yanto Kurek,1,whatsaap kena spam padahal nga ngapa ngapain,2026-01-10 06:07:46
com.whatsapp,Agus Subagja,4,bagus,2026-01-10 06:07:21
com.whatsapp,Binti Masitotut Toyyibah,1,"Aplikasi terbaru sangat buruk. Saya tidak bisa login dan bahkan tidak bisa dipencet, saya pakai mode talk back baru bisa. Benar-benar sangat membuang waktu saya, berjam-jam cuma buat ini.",2026-01-10 06:06:05
com.whatsapp,Ë. Ryåń's,5,kenapa sih akun saya kenal spam trus tolong dibantu dong min... sudah tiga kali saya alami hal seperti ini. saya tidak pernah lupa untuk upgrade WhatsApp saya. Saya Gunakan kunci aplikasi melalui pengaturan dari WhatsApp langsung serta verifikasi dua-langkah.,2026-01-10 06:05:38
com.whatsapp,Kasdiwa Kasmo,5,is the best,2026-01-10 06:04:42
com.whatsapp,akila maran19,5,the best,2026-01-10 06:04:30
com.whatsapp,Ririn Apriani,5,sangat terbaik,2026-01-10 06:02:45
com.whatsapp,Azriel Revaldooo,5,temblekekan nomorwA,2026-01-10 06:02:05
com.whatsapp,Tujai,5,Kami butuh teman di medsos,2026-01-10 06:01:09
com.whatsapp,Arya Romadoni siregar Arya ganz,5,wa saya pernah terhapus kini saya mendownload aplikasi washat di aplikasi play sotore,2026-01-10 06:00:09
com.whatsapp,Familynumberone,4,"Kenapa wa saya ngga bisa di gunakan kak? Mohon bantuan nya,",2026-01-10 05:58:28
com.whatsapp,Bama Bama,1,apk sering memblokir nomor saya tanpa sebab / kesalahan yang berat,2026-01-10 05:58:02
com.whatsapp,Deni Purwati,4,cukup baik,2026-01-10 05:57:53
com.whatsapp,imron fuadi,1,"aneh tiba²logout sendiri dan eror padahal saya tidak melakukan kesalahan atau berbuat yang aneh""",2026-01-10 05:57:49
com.whatsapp,Faisal Ramali,1,"Ribet banget whatsapp sekarang,bikin kesel",2026-01-10 05:57:32
com.whatsapp,Diki Pratama,1,SERING TERKENA BAND PERMANEN TANPA ALASAN YANG JELAS PADAHAL GA NGAPAIN,2026-01-10 05:56:56
com.whatsapp,Diratama Zuhair,5,oke,2026-01-10 05:55:26
com.whatsapp,herry irawan,5,Ok,2026-01-10 05:55:25
com.whatsapp,Rianti gorgeous,5,dikit dikit di update apalah,2026-01-10 05:54:43
com.whatsapp,Reza Eza,5,Sangat baik,2026-01-10 05:54:18
com.whatsapp,Kiki Khumayroh,5,bagus,2026-01-10 05:53:45
com.whatsapp,Fatin Affan,2,"lumayan bagus, tapi kenapa kalo saya video call tidak ada tempat efek nya di samping kanan atas?",2026-01-10 05:53:13
com.whatsapp,Aldara Kinanti putri,1,tolong di perbaiki bug nyaa akun WhatsApp saya dalam sehari di blokir 3x dengan alasan spam padahal engga ada spam di akun WhatsApp saya,2026-01-10 05:53:09
com.whatsapp,Abdullah adm,5,Baik sekali,2026-01-10 05:52:58
com.whatsapp,Aljehan Joelyasharon,4,bagus,2026-01-10 05:51:48
com.whatsapp,Sis Wanto,5,belum ada pengalaman masih mau belajar,2026-01-10 05:50:59
com.whatsapp,Nur Lela,4,sangat bagus di pake,2026-01-10 05:50:39
com.whatsapp,Sri Mutipah,5,sangat bagus,2026-01-10 05:50:25
com.whatsapp,azila,5,"bisa chatan,vidio call,telepon,pesan suara, kirim foto dan vidio, pokokk nyaa baguss dehh",2026-01-10 05:49:12
com.whatsapp,Nur said,5,ok,2026-01-10 05:48:48
com.whatsapp,Mas Son,5,sangat baik terimakasih,2026-01-10 05:48:23
com.whatsapp,Ad Ni,1,gak ada filter untuk cll,2026-01-10 05:47:35
com.whatsapp,Faradila Sandi mamonto,5,Makasih banyak tapi ini hp Saya dan akun Saya kok bisa jadi hamdar Damopolii yang pakai saya belum bertanya apa pun tentang pemakaiyan WhatsApp,2026-01-10 05:47:16
com.whatsapp,Akmal Naufal rafiandra akmal,4,mantap,2026-01-10 05:47:01
com.whatsapp,Lik Zz,1,tolong perbaiki biar gak gampang kenon kalau kayak gini apk lu bisa sepi gak ngapain aja kenon heran,2026-01-10 05:46:11
com.whatsapp,حسني قطين,5,mantap,2026-01-10 05:46:04
com.whatsapp,KritinG,5,mantap,2026-01-10 05:44:37
com.whatsapp,Sihom Salalalhuahua,5,mantap,2026-01-10 05:43:43
com.whatsapp,Noncy Noncy,5,ini wa gw knpa gbisa di pencet apa apa dh wa makin error gajelas,2026-01-10 05:42:49
com.whatsapp,Mas HERMAN Taru,4,Mudah mudahan aplikasi WA nya bagus,2026-01-10 05:42:42
com.whatsapp,Ahmad Rofiqi,5,memuaskan,2026-01-10 05:42:35
com.whatsapp,Wijaya86 Wijaya86,5,bagusss,2026-01-10 05:42:29
com.whatsapp,Bawadi Bawadi,1,whatsapp di bajak orang tak di kenal dan sekarang whatsapp tidak bisa di gunakan lagi karena spam,2026-01-10 05:42:29
com.whatsapp,jstrll,1,"secara fungsionalitas bener-bener kalah jauh dri telegram ya jujur. tpi ya gimana, udah jadi andalan mayoritas, mau sejelek apapun bakal tetep dipake wkwk",2026-01-10 05:41:45
com.whatsapp,Rescue GPMI,5,baguss 😁👍,2026-01-10 05:41:40
com.whatsapp,Admul 89,1,watshap jelek banget sekarang akun saya di blok Mulu tiap hari padahal bukan spam atau pelanggarab,2026-01-10 05:41:08
com.whatsapp,Endang Susilowati,5,"kerenn, bisa komunikasi lewat hp",2026-01-10 05:39:58
com.whatsapp,Tores Tores,5,aplikasi ini bagus,2026-01-10 05:39:47
com.whatsapp,Lizahra Andini,1,"saya tidak pernah melakukan pelanggaran apapun namun tiba-tiba terkena spam/blokir permanen bisa kah masalah itu cepat di atasi bukan cuma saya yang merasakan tapi yang lain pun sama, tolong cepat di perbaiki",2026-01-10 05:38:15
com.whatsapp,Made Adi Putra Rasna,5,Bagus,2026-01-10 05:37:25
com.whatsapp,Akar Pinang,5,Bagus,2026-01-10 05:36:46
com.whatsapp,Rika Novianti,5,"saya sudah memenuhi syarat ketentuan di whasap ini.kenapa akun saya di spam dan spam lagi.tlng dengan sangat dan terhormat beritahu saya siapa orang yg iseng spam wa saya,dan tolong tindak lanjutkan dan segera selesaikan masalah saya,dan pulihkan kembali akun saya segera mungkin .",2026-01-10 05:35:16
com.whatsapp,Sihin Oke,5,baik,2026-01-10 05:35:04
com.whatsapp,Neni Rohaeni,5,bagus dan berguna,2026-01-10 05:34:58
com.whatsapp,Milin,5,bagus banget,2026-01-10 05:33:48
com.whatsapp,Dias Muhammad,1,masa dari vidio nya bangus pas di unggah jadi burem,2026-01-10 05:32:33
com.whatsapp,Eko Aji Prabowo,5,bagus bagus👍,2026-01-10 05:32:25
com.whatsapp,meri yansah,5,bgus,2026-01-10 05:32:03
com.whatsapp,nahlaa aishwaa,1,Kenapa wa gabisaa download malah tertunda terus gmnaa caranya biyar BSA LGI,2026-01-10 05:31:58
